run_id,sigma,model,variable,value
1,0.5,milp,ls[1],0.0
1,0.5,milp,ls[2],0.0
1,0.5,milp,ls[3],0.0
1,0.5,milp,"q[1,NL0 0 CCGT]",0.0
1,0.5,milp,"q[2,NL0 0 CCGT]",0.0
1,0.5,milp,"q[3,NL0 0 CCGT]",0.0
1,0.5,milp,"q[1,NL0 1 coal]",0.0
1,0.5,milp,"q[2,NL0 1 coal]",80.0
1,0.5,milp,"q[3,NL0 1 coal]",130.0
1,0.5,milp,"q[1,NL0 10 nuclear]",125.0
1,0.5,milp,"q[2,NL0 10 nuclear]",145.0
1,0.5,milp,"q[3,NL0 10 nuclear]",145.0
1,0.5,milp,"q[1,NL0 0 0 solar]",50.0
1,0.5,milp,"q[2,NL0 0 0 solar]",0.0
1,0.5,milp,"q[3,NL0 0 0 solar]",25.0
1,0.5,milp,"q[1,NL0 1 0 solar]",25.0
1,0.5,milp,"q[2,NL0 1 0 solar]",50.0
1,0.5,milp,"q[3,NL0 1 0 solar]",0.0
1,0.5,milp,"q[1,NL0 10 0 solar]",0.0
1,0.5,milp,"q[2,NL0 10 0 solar]",25.0
1,0.5,milp,"q[3,NL0 10 0 solar]",50.0
1,0.5,milp,c[NL0 0 CCGT],10.714285714285714
1,0.5,milp,c[NL0 1 coal],142.5
1,0.5,milp,c[NL0 10 nuclear],145.0
1,0.5,milp,c_cm_I[NL0 0 CCGT],10.714285714285714
1,0.5,milp,c_cm_I[NL0 1 coal],142.5
1,0.5,milp,c_cm_I[NL0 10 nuclear],145.0
1,0.5,milp,c_cm_J[NL0 0 0 solar],0.0
1,0.5,milp,c_cm_J[NL0 1 0 solar],0.0
1,0.5,milp,c_cm_J[NL0 10 0 solar],0.0
1,0.5,milp,c_dem[1],10.714285714285714
1,0.5,milp,c_dem[2],142.5
1,0.5,milp,c_dem[3],145.0
1,0.5,milp,"f_trans[(1, 2)]",-2.5
1,0.5,milp,"f_trans[(1, 3)]",2.5
1,0.5,milp,"f_trans[(2, 3)]",5.0
1,0.5,milp,lambda_e[1],4.0
1,0.5,milp,lambda_e[2],5.0
1,0.5,milp,lambda_e[3],5.0
1,0.5,milp,lambda_c[1],22.5
1,0.5,milp,lambda_c[2],22.5
1,0.5,milp,lambda_c[3],20.5
1,0.5,milp,lambda_c_sys,0.0
1,0.5,milp,"mu_g_up_I[1,NL0 0 CCGT]",0.0
1,0.5,milp,"mu_g_up_I[2,NL0 0 CCGT]",0.0
1,0.5,milp,"mu_g_up_I[3,NL0 0 CCGT]",0.0
1,0.5,milp,"mu_g_up_I[1,NL0 1 coal]",0.0
1,0.5,milp,"mu_g_up_I[2,NL0 1 coal]",0.0
1,0.5,milp,"mu_g_up_I[3,NL0 1 coal]",0.0
1,0.5,milp,"mu_g_up_I[1,NL0 10 nuclear]",0.0
1,0.5,milp,"mu_g_up_I[2,NL0 10 nuclear]",1.0
1,0.5,milp,"mu_g_up_I[3,NL0 10 nuclear]",1.0
1,0.5,milp,"mu_g_up_J[1,NL0 0 0 solar]",3.9899999999997817
1,0.5,milp,"mu_g_up_J[2,NL0 0 0 solar]",4.989999999998872
1,0.5,milp,"mu_g_up_J[3,NL0 0 0 solar]",4.989999999999782
1,0.5,milp,"mu_g_up_J[1,NL0 1 0 solar]",3.9899999999997817
1,0.5,milp,"mu_g_up_J[2,NL0 1 0 solar]",4.989999999999782
1,0.5,milp,"mu_g_up_J[3,NL0 1 0 solar]",4.989999999998872
1,0.5,milp,"mu_g_up_J[1,NL0 10 0 solar]",3.9899999999988722
1,0.5,milp,"mu_g_up_J[2,NL0 10 0 solar]",4.989999999999782
1,0.5,milp,"mu_g_up_J[3,NL0 10 0 solar]",4.989999999999782
1,0.5,milp,mu_cm_bud_I[NL0 0 CCGT],22.5
1,0.5,milp,mu_cm_bud_I[NL0 1 coal],22.5
1,0.5,milp,mu_cm_bud_I[NL0 10 nuclear],20.5
1,0.5,milp,mu_cm_bud_J[NL0 0 0 solar],22.5
1,0.5,milp,mu_cm_bud_J[NL0 1 0 solar],22.5
1,0.5,milp,mu_cm_bud_J[NL0 10 0 solar],20.5
1,0.5,milp,mu_cap_up[NL0 0 CCGT],0.0
1,0.5,milp,mu_cap_up[NL0 1 coal],0.0
1,0.5,milp,mu_cap_up[NL0 10 nuclear],0.0
1,0.5,milp,nu_c[1],22.5
1,0.5,milp,nu_c[2],22.5
1,0.5,milp,nu_c[3],20.5
1,0.5,milp,"phi_lo[(1, 2)]",0.0
1,0.5,milp,"phi_lo[(1, 3)]",0.0
1,0.5,milp,"phi_lo[(2, 3)]",0.0
1,0.5,milp,"phi_hi[(1, 2)]",0.0
1,0.5,milp,"phi_hi[(1, 3)]",2.0
1,0.5,milp,"phi_hi[(2, 3)]",2.0
1,0.5,milp,rho[1],0.0
1,0.5,milp,rho[2],0.0
1,0.5,milp,rho[3],0.0
1,0.5,rd,"r_up[1,NL0 0 CCGT]",0.0
1,0.5,rd,"r_up[2,NL0 0 CCGT]",3.235330353956867
1,0.5,rd,"r_up[3,NL0 0 CCGT]",0.0
1,0.5,rd,"r_up[1,NL0 1 coal]",45.71428571428571
1,0.5,rd,"r_up[2,NL0 1 coal]",0.0
1,0.5,rd,"r_up[3,NL0 1 coal]",7.26685438607626
1,0.5,rd,"r_up[1,NL0 10 nuclear]",0.0
1,0.5,rd,"r_up[2,NL0 10 nuclear]",0.0
1,0.5,rd,"r_up[3,NL0 10 nuclear]",0.0
1,0.5,rd,"r_up[1,NL0 0 0 solar]",0.0
1,0.5,rd,"r_up[2,NL0 0 0 solar]",0.0
1,0.5,rd,"r_up[3,NL0 0 0 solar]",0.0
1,0.5,rd,"r_up[1,NL0 1 0 solar]",0.0
1,0.5,rd,"r_up[2,NL0 1 0 solar]",0.0
1,0.5,rd,"r_up[3,NL0 1 0 solar]",0.0
1,0.5,rd,"r_up[1,NL0 10 0 solar]",0.0
1,0.5,rd,"r_up[2,NL0 10 0 solar]",0.0
1,0.5,rd,"r_up[3,NL0 10 0 solar]",0.0
1,0.5,rd,"r_down[1,NL0 0 CCGT]",0.0
1,0.5,rd,"r_down[2,NL0 0 CCGT]",0.0
1,0.5,rd,"r_down[3,NL0 0 CCGT]",0.0
1,0.5,rd,"r_down[1,NL0 1 coal]",0.0
1,0.5,rd,"r_down[2,NL0 1 coal]",0.0
1,0.5,rd,"r_down[3,NL0 1 coal]",0.0
1,0.5,rd,"r_down[1,NL0 10 nuclear]",5.823434084990331
1,0.5,rd,"r_down[2,NL0 10 nuclear]",3.235330353956867
1,0.5,rd,"r_down[3,NL0 10 nuclear]",0.0
1,0.5,rd,"r_down[1,NL0 0 0 solar]",39.890851629295376
1,0.5,rd,"r_down[2,NL0 0 0 solar]",0.0
1,0.5,rd,"r_down[3,NL0 0 0 solar]",7.26685438607626
1,0.5,rd,"r_down[1,NL0 1 0 solar]",0.0
1,0.5,rd,"r_down[2,NL0 1 0 solar]",0.0
1,0.5,rd,"r_down[3,NL0 1 0 solar]",0.0
1,0.5,rd,"r_down[1,NL0 10 0 solar]",0.0
1,0.5,rd,"r_down[2,NL0 10 0 solar]",0.0
1,0.5,rd,"r_down[3,NL0 10 0 solar]",0.0
1,0.5,rd,"p_flow[1,1]",5.0
1,0.5,rd,"p_flow[2,1]",-2.4789553603288264
1,0.5,rd,"p_flow[3,1]",5.0
1,0.5,rd,"p_flow[1,2]",-10.0
1,0.5,rd,"p_flow[2,2]",-1.0503839317573815
1,0.5,rd,"p_flow[3,2]",-7.733145613923739
1,0.5,rd,"p_flow[1,3]",-2.033708772152502
1,0.5,rd,"p_flow[2,3]",-5.0
1,0.5,rd,"p_flow[3,3]",0.23314561392376776
1,0.5,rd,"curt[1,1]",0.0
1,0.5,rd,"curt[2,1]",0.0
1,0.5,rd,"curt[3,1]",0.0
1,0.5,rd,"curt[1,2]",0.0
1,0.5,rd,"curt[2,2]",0.0
1,0.5,rd,"curt[3,2]",0.0
1,0.5,rd,"curt[1,3]",0.0
1,0.5,rd,"curt[2,3]",0.0
1,0.5,rd,"curt[3,3]",0.0
2,0.5,milp,ls[1],0.0
2,0.5,milp,ls[2],0.0
2,0.5,milp,ls[3],0.0
2,0.5,milp,"q[1,NL0 0 CCGT]",0.0
2,0.5,milp,"q[2,NL0 0 CCGT]",0.0
2,0.5,milp,"q[3,NL0 0 CCGT]",0.0
2,0.5,milp,"q[1,NL0 1 coal]",0.0
2,0.5,milp,"q[2,NL0 1 coal]",80.0
2,0.5,milp,"q[3,NL0 1 coal]",130.0
2,0.5,milp,"q[1,NL0 10 nuclear]",125.0
2,0.5,milp,"q[2,NL0 10 nuclear]",145.0
2,0.5,milp,"q[3,NL0 10 nuclear]",145.0
2,0.5,milp,"q[1,NL0 0 0 solar]",50.0
2,0.5,milp,"q[2,NL0 0 0 solar]",0.0
2,0.5,milp,"q[3,NL0 0 0 solar]",25.0
2,0.5,milp,"q[1,NL0 1 0 solar]",25.0
2,0.5,milp,"q[2,NL0 1 0 solar]",50.0
2,0.5,milp,"q[3,NL0 1 0 solar]",0.0
2,0.5,milp,"q[1,NL0 10 0 solar]",0.0
2,0.5,milp,"q[2,NL0 10 0 solar]",25.0
2,0.5,milp,"q[3,NL0 10 0 solar]",50.0
2,0.5,milp,c[NL0 0 CCGT],5.714285714285714
2,0.5,milp,c[NL0 1 coal],147.5
2,0.5,milp,c[NL0 10 nuclear],145.0
2,0.5,milp,c_cm_I[NL0 0 CCGT],5.714285714285714
2,0.5,milp,c_cm_I[NL0 1 coal],147.5
2,0.5,milp,c_cm_I[NL0 10 nuclear],145.0
2,0.5,milp,c_cm_J[NL0 0 0 solar],0.0
2,0.5,milp,c_cm_J[NL0 1 0 solar],0.0
2,0.5,milp,c_cm_J[NL0 10 0 solar],0.0
2,0.5,milp,c_dem[1],5.714285714285714
2,0.5,milp,c_dem[2],147.5
2,0.5,milp,c_dem[3],145.0
2,0.5,milp,"f_trans[(1, 2)]",2.5
2,0.5,milp,"f_trans[(1, 3)]",2.5
2,0.5,milp,"f_trans[(2, 3)]",5.0
2,0.5,milp,lambda_e[1],4.0
2,0.5,milp,lambda_e[2],5.0
2,0.5,milp,lambda_e[3],5.0
2,0.5,milp,lambda_c[1],22.5
2,0.5,milp,lambda_c[2],22.5
2,0.5,milp,lambda_c[3],20.5
2,0.5,milp,lambda_c_sys,0.0
2,0.5,milp,"mu_g_up_I[1,NL0 0 CCGT]",0.0
2,0.5,milp,"mu_g_up_I[2,NL0 0 CCGT]",0.0
2,0.5,milp,"mu_g_up_I[3,NL0 0 CCGT]",0.0
2,0.5,milp,"mu_g_up_I[1,NL0 1 coal]",0.0
2,0.5,milp,"mu_g_up_I[2,NL0 1 coal]",0.0
2,0.5,milp,"mu_g_up_I[3,NL0 1 coal]",0.0
2,0.5,milp,"mu_g_up_I[1,NL0 10 nuclear]",0.0
2,0.5,milp,"mu_g_up_I[2,NL0 10 nuclear]",1.0
