run_id,sigma,model,variable,value
2,0.5,milp,"mu_g_up_I[2,NL0 10 nuclear]",0.0
2,0.5,milp,"mu_g_up_I[3,NL0 10 nuclear]",0.0
2,0.5,milp,"mu_g_up_J[1,NL0 0 0 solar]",4.989999999999782
2,0.5,milp,"mu_g_up_J[2,NL0 0 0 solar]",4.989999999998872
2,0.5,milp,"mu_g_up_J[3,NL0 0 0 solar]",4.989999999999782
2,0.5,milp,"mu_g_up_J[1,NL0 1 0 solar]",4.989999999999782
2,0.5,milp,"mu_g_up_J[2,NL0 1 0 solar]",4.989999999999782
2,0.5,milp,"mu_g_up_J[3,NL0 1 0 solar]",4.989999999998872
2,0.5,milp,"mu_g_up_J[1,NL0 10 0 solar]",4.989999999998872
2,0.5,milp,"mu_g_up_J[2,NL0 10 0 solar]",4.989999999999782
2,0.5,milp,"mu_g_up_J[3,NL0 10 0 solar]",4.989999999999782
2,0.5,milp,mu_cm_bud_I[NL0 0 CCGT],22.5
2,0.5,milp,mu_cm_bud_I[NL0 1 coal],30.0
2,0.5,milp,mu_cm_bud_I[NL0 10 nuclear],37.5
2,0.5,milp,mu_cm_bud_J[NL0 0 0 solar],22.5
2,0.5,milp,mu_cm_bud_J[NL0 1 0 solar],30.0
2,0.5,milp,mu_cm_bud_J[NL0 10 0 solar],37.5
2,0.5,milp,mu_cap_up[NL0 0 CCGT],0.0
2,0.5,milp,mu_cap_up[NL0 1 coal],0.0
2,0.5,milp,mu_cap_up[NL0 10 nuclear],0.0
2,0.5,milp,nu_c[1],22.5
2,0.5,milp,nu_c[2],30.0
2,0.5,milp,nu_c[3],37.5
2,0.5,milp,"phi_lo[(1, 2)]",7.5
2,0.5,milp,"phi_lo[(1, 3)]",15.0
2,0.5,milp,"phi_lo[(2, 3)]",7.5
2,0.5,milp,"phi_hi[(1, 2)]",0.0
2,0.5,milp,"phi_hi[(1, 3)]",0.0
2,0.5,milp,"phi_hi[(2, 3)]",0.0
2,0.5,milp,rho[1],0.0
2,0.5,milp,rho[2],0.0
2,0.5,milp,rho[3],0.0
2,0.5,rd,"r_up[1,NL0 0 CCGT]",0.0
2,0.5,rd,"r_up[2,NL0 0 CCGT]",0.0
2,0.5,rd,"r_up[3,NL0 0 CCGT]",0.0
2,0.5,rd,"r_up[1,NL0 1 coal]",0.0
2,0.5,rd,"r_up[2,NL0 1 coal]",0.0
2,0.5,rd,"r_up[3,NL0 1 coal]",21.64517411109655
2,0.5,rd,"r_up[1,NL0 10 nuclear]",92.14285714285717
2,0.5,rd,"r_up[2,NL0 10 nuclear]",0.0
2,0.5,rd,"r_up[3,NL0 10 nuclear]",0.0
2,0.5,rd,"r_up[1,NL0 0 0 solar]",0.0
2,0.5,rd,"r_up[2,NL0 0 0 solar]",0.0
2,0.5,rd,"r_up[3,NL0 0 0 solar]",0.0
2,0.5,rd,"r_up[1,NL0 1 0 solar]",0.0
2,0.5,rd,"r_up[2,NL0 1 0 solar]",0.0
2,0.5,rd,"r_up[3,NL0 1 0 solar]",0.0
2,0.5,rd,"r_up[1,NL0 10 0 solar]",0.0
2,0.5,rd,"r_up[2,NL0 10 0 solar]",0.0
2,0.5,rd,"r_up[3,NL0 10 0 solar]",0.0
2,0.5,rd,"r_down[1,NL0 0 CCGT]",15.714285714285714
2,0.5,rd,"r_down[2,NL0 0 CCGT]",0.0
2,0.5,rd,"r_down[3,NL0 0 CCGT]",15.714285714285714
2,0.5,rd,"r_down[1,NL0 1 coal]",35.433205365050114
2,0.5,rd,"r_down[2,NL0 1 coal]",0.0
2,0.5,rd,"r_down[3,NL0 1 coal]",0.0
2,0.5,rd,"r_down[1,NL0 10 nuclear]",0.0
2,0.5,rd,"r_down[2,NL0 10 nuclear]",0.0
2,0.5,rd,"r_down[3,NL0 10 nuclear]",0.0
2,0.5,rd,"r_down[1,NL0 0 0 solar]",40.995366063521345
2,0.5,rd,"r_down[2,NL0 0 0 solar]",0.0
2,0.5,rd,"r_down[3,NL0 0 0 solar]",5.9308883968108415
2,0.5,rd,"r_down[1,NL0 1 0 solar]",0.0
2,0.5,rd,"r_down[2,NL0 1 0 solar]",0.0
2,0.5,rd,"r_down[3,NL0 1 0 solar]",0.0
2,0.5,rd,"r_down[1,NL0 10 0 solar]",0.0
2,0.5,rd,"r_down[2,NL0 10 0 solar]",0.0
2,0.5,rd,"r_down[3,NL0 10 0 solar]",0.0
2,0.5,rd,"p_flow[1,1]",-3.138223206378445
2,0.5,rd,"p_flow[2,1]",1.1927097895061132
2,0.5,rd,"p_flow[3,1]",1.5691116031891994
2,0.5,rd,"p_flow[1,2]",10.0
2,0.5,rd,"p_flow[2,2]",1.9069955037918356
2,0.5,rd,"p_flow[3,2]",2.5000000000000284
2,0.5,rd,"p_flow[1,3]",5.0
2,0.5,rd,"p_flow[2,3]",3.8072902104939157
2,0.5,rd,"p_flow[3,3]",5.0
2,0.5,rd,"curt[1,1]",0.0
2,0.5,rd,"curt[2,1]",0.0
2,0.5,rd,"curt[3,1]",0.0
2,0.5,rd,"curt[1,2]",0.0
2,0.5,rd,"curt[2,2]",0.0
2,0.5,rd,"curt[3,2]",0.0
2,0.5,rd,"curt[1,3]",0.0
2,0.5,rd,"curt[2,3]",0.0
2,0.5,rd,"curt[3,3]",0.0
3,0.5,milp,ls[1],0.0
3,0.5,milp,ls[2],0.0
3,0.5,milp,ls[3],0.0
3,0.5,milp,"q[1,NL0 0 CCGT]",15.714285714285714
3,0.5,milp,"q[2,NL0 0 CCGT]",15.714285714285714
3,0.5,milp,"q[3,NL0 0 CCGT]",15.714285714285714
3,0.5,milp,"q[1,NL0 1 coal]",109.28571428571429
3,0.5,milp,"q[2,NL0 1 coal]",79.28571428571429
3,0.5,milp,"q[3,NL0 1 coal]",129.28571428571428
3,0.5,milp,"q[1,NL0 10 nuclear]",0.0
3,0.5,milp,"q[2,NL0 10 nuclear]",130.0
3,0.5,milp,"q[3,NL0 10 nuclear]",130.0
3,0.5,milp,"q[1,NL0 0 0 solar]",50.0
3,0.5,milp,"q[2,NL0 0 0 solar]",0.0
3,0.5,milp,"q[3,NL0 0 0 solar]",25.0
3,0.5,milp,"q[1,NL0 1 0 solar]",25.0
3,0.5,milp,"q[2,NL0 1 0 solar]",50.0
3,0.5,milp,"q[3,NL0 1 0 solar]",0.0
3,0.5,milp,"q[1,NL0 10 0 solar]",0.0
3,0.5,milp,"q[2,NL0 10 0 solar]",25.0
3,0.5,milp,"q[3,NL0 10 0 solar]",50.0
3,0.5,milp,c[NL0 0 CCGT],15.714285714285714
3,0.5,milp,c[NL0 1 coal],152.5
3,0.5,milp,c[NL0 10 nuclear],130.0
3,0.5,milp,c_cm_I[NL0 0 CCGT],15.714285714285714
3,0.5,milp,c_cm_I[NL0 1 coal],152.5
3,0.5,milp,c_cm_I[NL0 10 nuclear],130.0
3,0.5,milp,c_cm_J[NL0 0 0 solar],0.0
3,0.5,milp,c_cm_J[NL0 1 0 solar],0.0
3,0.5,milp,c_cm_J[NL0 10 0 solar],0.0
3,0.5,milp,c_dem[1],15.714285714285714
3,0.5,milp,c_dem[2],152.5
3,0.5,milp,c_dem[3],130.0
3,0.5,milp,"f_trans[(1, 2)]",-2.5
3,0.5,milp,"f_trans[(1, 3)]",-2.5
3,0.5,milp,"f_trans[(2, 3)]",-5.0
3,0.5,milp,lambda_e[1],5.0
3,0.5,milp,lambda_e[2],5.0
3,0.5,milp,lambda_e[3],5.0
3,0.5,milp,lambda_c[1],22.5
3,0.5,milp,lambda_c[2],30.0
3,0.5,milp,lambda_c[3],37.5
3,0.5,milp,lambda_c_sys,0.0
3,0.5,milp,"mu_g_up_I[1,NL0 0 CCGT]",0.0
3,0.5,milp,"mu_g_up_I[2,NL0 0 CCGT]",0.0
3,0.5,milp,"mu_g_up_I[3,NL0 0 CCGT]",0.0
3,0.5,milp,"mu_g_up_I[1,NL0 1 coal]",0.0
3,0.5,milp,"mu_g_up_I[2,NL0 1 coal]",0.0
3,0.5,milp,"mu_g_up_I[3,NL0 1 coal]",0.0
3,0.5,milp,"mu_g_up_I[1,NL0 10 nuclear]",0.0
3,0.5,milp,"mu_g_up_I[2,NL0 10 nuclear]",0.0
3,0.5,milp,"mu_g_up_I[3,NL0 10 nuclear]",0.0
3,0.5,milp,"mu_g_up_J[1,NL0 0 0 solar]",4.989999999999782
3,0.5,milp,"mu_g_up_J[2,NL0 0 0 solar]",4.989999999998872
3,0.5,milp,"mu_g_up_J[3,NL0 0 0 solar]",4.989999999999782
3,0.5,milp,"mu_g_up_J[1,NL0 1 0 solar]",4.989999999999782
3,0.5,milp,"mu_g_up_J[2,NL0 1 0 solar]",4.989999999999782
3,0.5,milp,"mu_g_up_J[3,NL0 1 0 solar]",4.989999999998872
3,0.5,milp,"mu_g_up_J[1,NL0 10 0 solar]",4.989999999998872
3,0.5,milp,"mu_g_up_J[2,NL0 10 0 solar]",4.989999999999782
3,0.5,milp,"mu_g_up_J[3,NL0 10 0 solar]",4.989999999999782
3,0.5,milp,mu_cm_bud_I[NL0 0 CCGT],22.5
3,0.5,milp,mu_cm_bud_I[NL0 1 coal],30.0
3,0.5,milp,mu_cm_bud_I[NL0 10 nuclear],37.5
3,0.5,milp,mu_cm_bud_J[NL0 0 0 solar],22.5
3,0.5,milp,mu_cm_bud_J[NL0 1 0 solar],30.0
3,0.5,milp,mu_cm_bud_J[NL0 10 0 solar],37.5
3,0.5,milp,mu_cap_up[NL0 0 CCGT],0.0
3,0.5,milp,mu_cap_up[NL0 1 coal],0.0
3,0.5,milp,mu_cap_up[NL0 10 nuclear],0.0
3,0.5,milp,nu_c[1],22.5
3,0.5,milp,nu_c[2],30.0
3,0.5,milp,nu_c[3],37.5
3,0.5,milp,"phi_lo[(1, 2)]",7.5
3,0.5,milp,"phi_lo[(1, 3)]",15.0
3,0.5,milp,"phi_lo[(2, 3)]",7.5
3,0.5,milp,"phi_hi[(1, 2)]",0.0
3,0.5,milp,"phi_hi[(1, 3)]",0.0
3,0.5,milp,"phi_hi[(2, 3)]",0.0
3,0.5,milp,rho[1],0.0
3,0.5,milp,rho[2],0.0
3,0.5,milp,rho[3],0.0
3,0.5,rd,"r_up[1,NL0 0 CCGT]",0.0
3,0.5,rd,"r_up[2,NL0 0 CCGT]",0.0
3,0.5,rd,"r_up[3,NL0 0 CCGT]",0.0
3,0.5,rd,"r_up[1,NL0 1 coal]",0.0
3,0.5,rd,"r_up[2,NL0 1 coal]",0.0
3,0.5,rd,"r_up[3,NL0 1 coal]",21.64517411109655
3,0.5,rd,"r_up[1,NL0 10 nuclear]",92.14285714285717
3,0.5,rd,"r_up[2,NL0 10 nuclear]",0.0
3,0.5,rd,"r_up[3,NL0 10 nuclear]",0.0
3,0.5,rd,"r_up[1,NL0 0 0 solar]",0.0
3,0.5,rd,"r_up[2,NL0 0 0 solar]",0.0
3,0.5,rd,"r_up[3,NL0 0 0 solar]",0.0
3,0.5,rd,"r_up[1,NL0 1 0 solar]",0.0
3,0.5,rd,"r_up[2,NL0 1 0 solar]",0.0
3,0.5,rd,"r_up[3,NL0 1 0 solar]",0.0
3,0.5,rd,"r_up[1,NL0 10 0 solar]",0.0
3,0.5,rd,"r_up[2,NL0 10 0 solar]",0.0
3,0.5,rd,"r_up[3,NL0 10 0 solar]",0.0
3,0.5,rd,"r_down[1,NL0 0 CCGT]",15.714285714285714
3,0.5,rd,"r_down[2,NL0 0 CCGT]",0.0
3,0.5,rd,"r_down[3,NL0 0 CCGT]",15.714285714285714
3,0.5,rd,"r_down[1,NL0 1 coal]",35.433205365050114
3,0.5,rd,"r_down[2,NL0 1 coal]",0.0
3,0.5,rd,"r_down[3,NL0 1 coal]",0.0
3,0.5,rd,"r_down[1,NL0 10 nuclear]",0.0
3,0.5,rd,"r_down[2,NL0 10 nuclear]",0.0
3,0.5,rd,"r_down[3,NL0 10 nuclear]",0.0
3,0.5,rd,"r_down[1,NL0 0 0 solar]",40.995366063521345
3,0.5,rd,"r_down[2,NL0 0 0 solar]",0.0
3,0.5,rd,"r_down[3,NL0 0 0 solar]",5.9308883968108415
3,0.5,rd,"r_down[1,NL0 1 0 solar]",0.0
3,0.5,rd,"r_down[2,NL0 1 0 solar]",0.0
3,0.5,rd,"r_down[3,NL0 1 0 solar]",0.0
3,0.5,rd,"r_down[1,NL0 10 0 solar]",0.0
3,0.5,rd,"r_down[2,NL0 10 0 solar]",0.0
3,0.5,rd,"r_down[3,NL0 10 0 solar]",0.0
3,0.5,rd,"p_flow[1,1]",-3.138223206378445
3,0.5,rd,"p_flow[2,1]",1.1927097895061132
3,0.5,rd,"p_flow[3,1]",1.5691116031891994
3,0.5,rd,"p_flow[1,2]",10.0
3,0.5,rd,"p_flow[2,2]",1.9069955037918356
3,0.5,rd,"p_flow[3,2]",2.5000000000000284
3,0.5,rd,"p_flow[1,3]",5.0
3,0.5,rd,"p_flow[2,3]",3.8072902104939157
3,0.5,rd,"p_flow[3,3]",5.0
3,0.5,rd,"curt[1,1]",0.0
3,0.5,rd,"curt[2,1]",0.0
3,0.5,rd,"curt[3,1]",0.0
3,0.5,rd,"curt[1,2]",0.0
3,0.5,rd,"curt[2,2]",0.0
3,0.5,rd,"curt[3,2]",0.0
3,0.5,rd,"curt[1,3]",0.0
3,0.5,rd,"curt[2,3]",0.0
3,0.5,rd,"curt[3,3]",0.0
4,0.5,milp,ls[1],0.0
4,0.5,milp,ls[2],0.0
4,0.5,milp,ls[3],0.0
4,0.5,milp,"q[1,NL0 0 CCGT]",15.714285714285714
4,0.5,milp,"q[2,NL0 0 CCGT]",15.714285714285714
4,0.5,milp,"q[3,NL0 0 CCGT]",15.714285714285714
4,0.5,milp,"q[1,NL0 1 coal]",109.28571428571429
4,0.5,milp,"q[2,NL0 1 coal]",79.28571428571429
4,0.5,milp,"q[3,NL0 1 coal]",129.28571428571428
4,0.5,milp,"q[1,NL0 10 nuclear]",0.0
4,0.5,milp,"q[2,NL0 10 nuclear]",130.0
4,0.5,milp,"q[3,NL0 10 nuclear]",130.0
4,0.5,milp,"q[1,NL0 0 0 solar]",50.0
4,0.5,milp,"q[2,NL0 0 0 solar]",0.0
4,0.5,milp,"q[3,NL0 0 0 solar]",25.0
4,0.5,milp,"q[1,NL0 1 0 solar]",25.0
4,0.5,milp,"q[2,NL0 1 0 solar]",50.0
4,0.5,milp,"q[3,NL0 1 0 solar]",0.0
4,0.5,milp,"q[1,NL0 10 0 solar]",0.0
4,0.5,milp,"q[2,NL0 10 0 solar]",25.0
4,0.5,milp,"q[3,NL0 10 0 solar]",50.0
4,0.5,milp,c[NL0 0 CCGT],15.714285714285714
4,0.5,milp,c[NL0 1 coal],152.5
4,0.5,milp,c[NL0 10 nuclear],130.0
4,0.5,milp,c_cm_I[NL0 0 CCGT],15.714285714285714
4,0.5,milp,c_cm_I[NL0 1 coal],152.5
4,0.5,milp,c_cm_I[NL0 10 nuclear],130.0
4,0.5,milp,c_cm_J[NL0 0 0 solar],0.0
4,0.5,milp,c_cm_J[NL0 1 0 solar],0.0
4,0.5,milp,c_cm_J[NL0 10 0 solar],0.0
4,0.5,milp,c_dem[1],15.714285714285714
4,0.5,milp,c_dem[2],152.5
4,0.5,milp,c_dem[3],130.0
4,0.5,milp,"f_trans[(1, 2)]",-2.5
4,0.5,milp,"f_trans[(1, 3)]",-2.5
4,0.5,milp,"f_trans[(2, 3)]",-5.0
4,0.5,milp,lambda_e[1],5.0
4,0.5,milp,lambda_e[2],5.0
4,0.5,milp,lambda_e[3],5.0
4,0.5,milp,lambda_c[1],22.5
4,0.5,milp,lambda_c[2],30.0
4,0.5,milp,lambda_c[3],37.5
4,0.5,milp,lambda_c_sys,0.0
4,0.5,milp,"mu_g_up_I[1,NL0 0 CCGT]",0.0
4,0.5,milp,"mu_g_up_I[2,NL0 0 CCGT]",0.0
4,0.5,milp,"mu_g_up_I[3,NL0 0 CCGT]",0.0
4,0.5,milp,"mu_g_up_I[1,NL0 1 coal]",0.0
4,0.5,milp,"mu_g_up_I[2,NL0 1 coal]",0.0
4,0.5,milp,"mu_g_up_I[3,NL0 1 coal]",0.0
4,0.5,milp,"mu_g_up_I[1,NL0 10 nuclear]",0.0
4,0.5,milp,"mu_g_up_I[2,NL0 10 nuclear]",0.0
4,0.5,milp,"mu_g_up_I[3,NL0 10 nuclear]",0.0
4,0.5,milp,"mu_g_up_J[1,NL0 0 0 solar]",4.989999999999782
4,0.5,milp,"mu_g_up_J[2,NL0 0 0 solar]",4.989999999998872
4,0.5,milp,"mu_g_up_J[3,NL0 0 0 solar]",4.989999999999782
4,0.5,milp,"mu_g_up_J[1,NL0 1 0 solar]",4.989999999999782
4,0.5,milp,"mu_g_up_J[2,NL0 1 0 solar]",4.989999999999782
4,0.5,milp,"mu_g_up_J[3,NL0 1 0 solar]",4.989999999998872
