run_id,sys_avail,sys_req,sys_slack,zone,req_z,net_import,zone_avail,zone_offers,zone_slack,lambda_c_z,nu_c_z
1,298.2142857142857,275.0,23.214285714285722,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,0.0,22.5,22.5
1,298.2142857142857,275.0,23.214285714285722,2,135.0,15.0,135.0,135.0,0.0,22.5,22.5
1,298.2142857142857,275.0,23.214285714285722,3,152.50000000000003,-15.0,152.5,152.5,-2.842170943040401e-14,20.5,20.5
2,298.2142857142857,275.0,23.214285714285722,1,0.7142857142857135,10.0,0.7142857142857143,0.7142857142857143,7.771561172376096e-16,22.5,22.5
2,298.2142857142857,275.0,23.214285714285722,2,145.0,5.0,145.0,145.0,0.0,22.5,22.5
2,298.2142857142857,275.0,23.214285714285722,3,152.50000000000003,-15.0,152.5,152.5,-2.842170943040401e-14,20.5,20.5
3,298.2142857142857,275.0,23.214285714285722,1,0.7142857142857135,10.0,0.7142857142857143,0.7142857142857143,7.771561172376096e-16,22.5,22.5
3,298.2142857142857,275.0,23.214285714285722,2,145.0,5.0,145.0,145.0,0.0,22.5,22.5
3,298.2142857142857,275.0,23.214285714285722,3,152.50000000000003,-15.0,152.5,152.5,-2.842170943040401e-14,20.5,20.5
4,298.2142857142857,275.0,23.214285714285722,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,0.0,22.5,22.5
4,298.2142857142857,275.0,23.214285714285722,2,135.0,15.0,135.0,135.0,0.0,22.5,22.5
4,298.2142857142857,275.0,23.214285714285722,3,152.50000000000003,-15.0,152.5,152.5,-2.842170943040401e-14,20.5,20.5
5,298.2142857142857,275.0,23.214285714285722,1,10.714285714285714,0.0,10.714285714285714,10.714285714285714,0.0,22.5,22.5
5,298.2142857142857,275.0,23.214285714285722,2,135.0,15.0,135.0,135.0,0.0,22.5,22.5
5,298.2142857142857,275.0,23.214285714285722,3,152.50000000000003,-15.0,152.5,152.5,-2.842170943040401e-14,20.5,20.5
6,298.2142857142857,275.0,23.214285714285722,1,0.7142857142857135,10.0,0.7142857142857143,0.7142857142857143,7.771561172376096e-16,22.5,22.5
6,298.2142857142857,275.0,23.214285714285722,2,145.0,5.0,145.0,145.0,0.0,22.5,22.5
6,298.2142857142857,275.0,23.214285714285722,3,152.50000000000003,-15.0,152.5,152.5,-2.842170943040401e-14,20.5,20.5
